"spcd","hardwood","jenkins_group","wood_dry_weight","bark_dry_weight","wood_moisture","bark_moisture","bark_to_wood_volume","green_weight_factor","dry_weight_factor","sapling_adjustment","carbon_ratio","source_file","source_chain","source_last_modified","upstream_commit"
5150,1,8,29.95,33.07,70,91,11.16,58,33.6,0.805,0.496,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5151,1,7,29.33,33.07,70.16,90.54,10.81,56.7,32.9,0.84,0.418,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5152,1,8,29.33,33.07,70.16,90.54,10.81,56.7,32.9,0.84,0.579,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5154,1,7,29.33,33.07,70.16,90.54,10.81,56.7,32.9,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5155,1,7,0,0,0,0,0,0,0,0,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5156,1,7,0,0,0,0,0,0,0,0,0.495,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5157,1,7,29.33,33.07,70.29,90.57,10.88,56.8,32.9,0.841,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5163,1,8,20.59,31.2,143,89,15,58.9,25.3,0.84,0.469,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5164,1,8,0,0,0,0,0,0,0,0,0.481,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5188,1,6,23.09,34.94,99,75,11.5,53,27.1,0.75,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5189,1,6,0,0,0,0,0,0,0,0,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5190,1,6,23.09,34.94,99,75,11.5,53,27.1,0.84,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5192,1,6,0,0,0,0,0,0,0,0,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5203,1,8,41.18,31.2,48,60,8.6,65.2,43.9,0.84,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5232,1,8,0,0,0,0,0,0,0,0,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5233,1,8,0,0,0,0,0,0,0,0,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5256,1,8,0,0,0,0,0,0,0,0,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5259,1,8,0,0,0,0,0,0,0,0,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5260,1,7,32.45,33.07,75.12,80.64,15.32,66,37.5,0.84,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5261,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5279,1,7,31.82,36.19,73.75,54.66,10.94,61.4,35.8,0.84,0.418,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5280,1,7,0,0,0,0,0,0,0,0,0.461,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5281,1,7,0,0,0,0,0,0,0,0,0.517,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5322,1,8,0,0,0,0,0,0,0,0,0.483,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5328,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.792,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5329,1,8,0,0,0,0,0,0,0,0,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5363,1,8,32.45,33.07,75.12,80.64,15.32,66,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5364,1,8,0,0,0,0,0,0,0,0,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5375,1,8,0,0,0,0,0,0,0,0,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5378,1,7,32.45,33.07,75.12,80.64,15.32,66,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5401,1,8,0,0,0,0,0,0,0,0,0.479,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5402,1,8,0,0,0,0,0,0,0,0,0.471,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5411,1,8,0,0,0,0,0,0,0,0,0.478,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5415,1,8,0,0,0,0,0,0,0,0,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5420,0,3,25.58,28.7,78,98,16.2,54.7,30.2,0.628,0.503,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5421,0,4,25.58,26.21,74.28,70.51,14.47,51.1,29.4,0.84,0.504,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5423,0,1,25.58,26.21,74.28,70.51,14.47,51.1,29.4,0.84,0.479,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5432,1,7,32.45,33.07,75.12,80.64,15.32,66,37.5,0.84,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5435,1,8,32.45,33.07,75.12,80.64,15.32,66,37.5,0.84,0.452,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5436,1,8,0,0,0,0,0,0,0,0,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5443,0,1,23.09,24.96,77.27,92.32,11.58,46.5,26,0.84,0.498,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5444,0,1,23.09,24.96,77.27,92.32,11.58,46.5,26,0.84,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5462,1,8,0,0,0,0,0,0,0,0,0.457,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5491,1,8,31.82,28.7,61,86,16,59.8,36.4,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5492,1,8,31.82,28.7,61.08,86.05,16,59.8,36.4,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5493,1,8,34.32,31.2,46,89,16,59.5,39.3,0.936,0.474,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5523,1,8,0,0,0,0,0,0,0,0,0.474,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5529,1,8,0,0,0,0,0,0,0,0,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5559,1,8,0,0,0,0,0,0,0,0,0.457,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5591,1,8,38.06,36.19,39.58,90.66,15,63.5,43.5,0.84,0.534,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5599,1,8,0,0,0,0,0,0,0,0,0.474,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5600,1,8,34.32,38.69,72,60,9.8,65.1,38.1,0.84,0.474,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5603,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5776,1,8,0,0,0,0,0,0,0,0,0.471,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5800,0,1,25.58,26.21,74,71,14.3,50.9,29.3,0.952,0.479,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5818,1,8,32.45,33.07,75.12,80.64,15.32,66,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5965,1,8,0,0,0,0,0,0,0,0,0.437,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
5983,1,9,32.45,33.07,75.12,80.64,15.32,66,37.5,0.84,0.471,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6001,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6002,1,8,61.25,61.25,0,0,0,61.2,61.2,0,0.411,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6003,1,8,42.43,42.43,75.13,80.49,15.16,85.9,48.9,0.932,0.446,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6004,1,8,44.49,44.49,75.13,80.49,15.16,90.1,51.2,0.84,0.468,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6006,1,8,34.32,34.32,75.13,80.49,15.16,69.5,39.5,0.84,0.474,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6007,1,8,48.05,48.05,75.13,80.49,15.16,97.3,55.3,0.84,0.466,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6008,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6009,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.452,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6010,1,8,40.56,40.56,75.13,80.49,15.16,82.1,46.7,0.84,0.394,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6011,1,8,34.66,34.66,0,0,0,34.7,34.7,0,0.396,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6012,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6013,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6014,1,8,48.05,48.05,0,0,0,48,48,0,0.466,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6015,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6016,1,8,0,0,0,0,0,0,0,0,0.404,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6017,1,8,0,0,0,0,0,0,0,0,0.471,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6018,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6019,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.651,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6020,1,8,0,0,0,0,0,0,0,0,0.471,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6021,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6023,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6025,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6026,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6028,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6029,1,8,42.43,42.43,0,0,0,42.4,42.4,0,0.469,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6032,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6034,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.453,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6035,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6036,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6037,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6042,1,8,41.18,41.18,75.13,80.49,15.16,83.4,47.4,0.84,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6043,1,8,41.18,41.18,75.13,80.49,15.16,83.4,47.4,0.84,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6044,1,8,41.18,41.18,75.13,80.49,15.16,83.4,47.4,0.84,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6046,1,8,41.18,41.18,75.13,80.49,15.16,83.4,47.4,0.84,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6047,1,8,41.18,41.18,0,0,0,41.2,41.2,0,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6048,1,8,41.37,41.37,75.13,80.49,15.16,83.8,47.6,0.84,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6049,1,8,48.09,48.09,0,0,0,48.1,48.1,0,0.466,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6051,1,8,23.37,23.37,0,0,0,23.4,23.4,0,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6053,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6055,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6056,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6057,1,8,18.72,18.72,75.13,80.49,15.16,37.9,21.6,0.84,0.483,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6058,1,8,17.73,17.73,75.13,80.49,15.16,35.9,20.4,0.84,0.483,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6059,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6060,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6061,1,8,28.7,28.7,0,0,0,28.7,28.7,0,0.477,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6062,1,8,35.57,35.57,75.13,80.49,15.16,72,41,0.84,0.473,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6063,1,8,33.58,33.58,75.13,80.49,15.16,68,38.7,0.84,0.474,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6064,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
